sku,titulo,descricao,marca,categoria,preco,preco_clube,preco_original,preco_assinante,avaliacao,total_avaliacoes,em_estoque,url,imagens_todas
2655606,Ração Seca Fórmula Natural Fresh Meat Sensitive Cães Adultos Portes Médio e Grande - 12 KG,"- Fórmula natural;<br>
- Ideal para manter a flora intestinal equilibrada;<br>
- Auxilio as defesas naturais dos pets que vivem em ambientes internos;<br>
- Desenvolvida com cordeiro de alta qualidade e sem glúten, promove ao alimento uma palatabilidade incrível, atendendo os paladares mais sensíveis;<br>
- Fezes com menor volume e menos odor devido a combinação de ingredientes de altíssima qualidade associados ao estrato de yucca, fibras naturais e prebióticos;<br>
- Balanceado com proteínas de alto valor biológico, que proporciona uma pelagem mais bonita e brilhante.",Formula Natural,cachorro/racoes/racao-seca,563.99,479.4,563.99,507.59,4.78,9,True,https://www.petlove.com.br/racao-seca-formula-natural-fresh-meat-sensitive-caes-adultos-portes-medio-e-grande/p?sku=2655606,https://www.petlove.com.br/images/products/287886/hd_large/TRATADAS_0001_7898363316486-F.jpg?1771134781 | https://www.petlove.com.br/images/products/287884/hd_large/7898363316486.jpg?1771134779 | https://www.petlove.com.br/images/products/287887/hd_large/TRATADAS_0003_7898363316486-D.jpg?1771134783 | https://www.petlove.com.br/images/products/287888/hd_large/TRATADAS_0002_7898363316486-E.jpg?1771134783 | https://www.petlove.com.br/images/products/287885/hd_large/TRATADAS_0000_7898363316486-V.jpg?1771134780 | https://www.petlove.com.br/images/products/241741/hd_large/Foto_05_2655391__Ra%C3%A7%C3%A3o_Seca_F%C3%B3rmula_Natural_Fresh_Meat_Sensitive_C%C3%A3es_Adultos_Portes_M%C3%A9dio_e_Grande.jpg?1770876111 | https://www.petlove.com.br/images/products/241742/hd_large/Foto_03_2655391_Ra%C3%A7%C3%A3o_Seca_F%C3%B3rmula_Natural_Fresh_Meat_Sensitive_C%C3%A3es_Adultos_Portes_M%C3%A9dio_e_Grande.jpg?1770876114 | https://www.petlove.com.br/images/products/248312/hd_large/Ra%C3%A7%C3%A3o_Seca_F%C3%B3rmula_Natural_Fresh_Meat_Sensitive_C%C3%A3es_Adultos_Portes_M%C3%A9dio_e_Grande_2655391_%283%29.jpg?1770882437 | https://www.petlove.com.br/images/products/241743/hd_large/Foto_07_2655391_Ra%C3%A7%C3%A3o_Seca_F%C3%B3rmula_Natural_Fresh_Meat_Sensitive_C%C3%A3es_Adultos_Portes_M%C3%A9dio_e_Grande.jpg?1770876115 | https://www.petlove.com.br/images/products/241740/hd_large/Foto_08_2655391_Ra%C3%A7%C3%A3o_Seca_F%C3%B3rmula_Natural_Fresh_Meat_Sensitive_C%C3%A3es_Adultos_Portes_M%C3%A9dio_e_Grande.jpg?1770876108 | https://www.petlove.com.br/images/products/248313/hd_large/Ra%C3%A7%C3%A3o_Seca_F%C3%B3rmula_Natural_Fresh_Meat_Sensitive_C%C3%A3es_Adultos_Portes_M%C3%A9dio_e_Grande_2655391_%281%29.jpg?1770882437 | https://www.petlove.com.br/images/products/241736/hd_large/Foto_09_2655391_Ra%C3%A7%C3%A3o_Seca_F%C3%B3rmula_Natural_Fresh_Meat_Sensitive_C%C3%A3es_Adultos_Portes_M%C3%A9dio_e_Grande.jpg?1770876106
2535910,Ração Seca PremieR Pet Nattú Abóbora para Cães Adultos - 12Kg,"- Proteína de Frango Certificada: livre de antibióticos;<br>
- Ingredientes Naturais: sem corantes e aromatizantes;<br>
- Pele Nutrida e Pelagem Sedosa: equilíbrio de ômegas e minerais;<br>
- Intestino Saudável: combinação de nutrientes de alta digestibilidade, fibras naturais e prebiótico.
<br><br> - Este produto possui Satisfação Garantida. Saiba mais abaixo na descrição.",Premier,cachorro/racoes/racao-seca,274.9,233.67,274.9,247.41,4.71,24,True,https://www.petlove.com.br/racao-seca-premier-pet-nattu-abobora-para-caes-adultos/p?sku=2535910,https://www.petlove.com.br/images/products/372398/hd_large/2535910_0001_7897348200154_2.png?1771742938 | https://www.petlove.com.br/images/products/372400/hd_large/2535910-depara.jpg?1771742941 | https://www.petlove.com.br/images/products/372399/hd_large/2535910_0000_7897348200154.png?1771742940
2788659,"Ração Seca PremieR Nattú Mandioca para Cães Idosos Porte Pequeno - 10,1Kg","- Conta com combinação de nutrientes de alta digestibilidade, prebiótico e também fibras naturais;<br>
- Contém glicosamina, betaglucano e condroitina que ajudam na manutenção da saúde das articulações do seu amigão;<br>
- Possui certificação de bem-estar animal, além de ser livre de antibióticos;<br>
- I'm green, embalagem formulada com matéria-prima de fonte renovável (cana de açúcar), desta forma colabora redução na emissão dos gases causadores do efeito estufa;<br>
- Alimento cage free, feito com ovos de galinhas livres de gaiolas.

<br><br> - Este produto possui Satisfação Garantida. Saiba mais abaixo na descrição.",Premier,cachorro/racoes/racao-seca,254.99,216.75,254.99,229.49,4.83,30,True,https://www.petlove.com.br/racao-seca-premier-nattu-mandioca-para-caes-idosos-porte-pequeno/p?sku=2788659,https://www.petlove.com.br/images/products/372516/hd_large/Padr%C3%A3o-beagle_0000_7897348207870.png?1771743066 | https://www.petlove.com.br/images/products/372519/hd_large/2788659-depara.jpg?1771743069 | https://www.petlove.com.br/images/products/372514/hd_large/Padr%C3%A3o-beagle_0003_7897348207870_2.png?1771743064
3108251-2,"Ração Premier Pet Cães Filhotes Raças Pequenas Mini Bits - 2,5Kg","- Saúde intestinal: através da combinação de ingredientes de alta digestibilidade, fibras especiais e prebiótico;<br>
- Pelagem bonita e pele saudável: rico em proteínas de alta qualidade, equilíbrio ideal de ácidos graxos essenciais - ômegas 3 e 6;<br>
- Desenvolvimento excelente: níveis ótimos de proteínas, energia, vitaminas e minerais. Enriquecido com DHA, ômega 3 essencial ao aprendizado dos filhotes.

<br><br> - Este produto possui Satisfação Garantida. Saiba mais abaixo na descrição.",Premier,cachorro/racoes/racao-seca,88.9,75.57,88.9,80.01,4.69,232,True,https://www.petlove.com.br/racao-premier-pet-racas-pequenas-filhote-mini-bits-108251/p?sku=3108251-2,https://www.petlove.com.br/images/products/372712/hd_large/7897348200970.jpg?1771743230 | https://www.petlove.com.br/images/products/372711/hd_large/Modelo-Depara-com-sangria-%284%29.jpg?1771743229 | https://www.petlove.com.br/images/products/372713/hd_large/7897348200970_2.jpg?1771743230 | https://www.petlove.com.br/images/products/259630/hd_large/Ra%C3%A7%C3%A3o_Premier_Pet_C%C3%A3es_Filhotes_Ra%C3%A7as_Pequenas_Mini_Bits_-_2_5_Kg_3108251-2.jpg?1770963477
31023551,Ração Premier Formula Carne de Cordeiro para Cães Adultos de Raças Grandes e Gigantes - 15Kg,"- Coração forte e saudável: contém altos níveis de taurina que auxiliam na preservação da função cardíaca;<br>
- Suporte articular: contém condroitina e glicosamina que auxiliam na manutenção da saúde das articulações;<br>
- Saúde intestinal: através da combinação de ingredientes de alta digestibilidade, fibras especiais e prebiótico.
<br><br> - Este produto possui Satisfação Garantida. Saiba mais abaixo na descrição.",Premier,cachorro/racoes/racao-seca,272.9,231.97,272.9,245.61,4.74,46,True,https://www.petlove.com.br/racao-premier-pet-adultos-racas-grandes-e-gigantes-carne-de-cordeiro-15kg-1023551/p?sku=31023551,https://www.petlove.com.br/images/products/372575/hd_large/7897348204213.png?1771743112 | https://www.petlove.com.br/images/products/372576/hd_large/31023551-1-depara.jpg?1771743115 | https://www.petlove.com.br/images/products/372574/hd_large/7897348204213_2.png?1771743112
3103079-3,"Ração Royal Canin Mini Ageing 12+ Cães Idosos de Raças Pequenas com 12 Anos ou mais - 2,5Kg","- Ração super premium indicada para cães de pequeno porte acima de 12 anos de idade.<br>
-Envelhecimento saudável : Contém uma seleção de nutrientes para auxiliar a combater os efeitos do envelhecimento, graças a um complexo exclusivo de antioxidantes.<br>
-Condições da pelagem : Contém nutrientes que ajudam a manter a saúde da pele e da pelagem.<br>
- Saúde dental : Auxilia a reduzir a formação de tártaro graças a agentes quelantes de cálcio. <br><br>


- Este produto possui Satisfação Garantida. Saiba mais abaixo na descrição.",Royal Canin,cachorro/racoes/racao-seca,158.94,128.75,158.94,143.05,4.67,49,True,https://www.petlove.com.br/racao-royal-canin-mini-ageing-12-para-caes-idosos-de-racas-pequenas-com-12-anos-ou-mais/p?sku=3103079-3,https://www.petlove.com.br/images/products/359422/hd_large/7896181216056_1.jpg?1771653725 | https://www.petlove.com.br/images/products/359421/hd_large/7896181216056_2.jpg?1771653724 | https://www.petlove.com.br/images/products/359419/hd_large/7896181216056_4.jpg?1771653720 | https://www.petlove.com.br/images/products/359420/hd_large/7896181216056_3.jpg?1771653720
2021066,Ração Guabi Natural Frango e Arroz Integral para Cães Adultos Raças Média - 20Kg,"- Livre de transgênicos, sal, corantes e aromas artificiais;<br>
- Carnes selecionadas com alta palatabilidade, aliadas a fontes ricas de ômegas 6 e 3;<br>
- 60% Origem animal com carnes selecionadas, 35% cereais integrais, 5% vegetais e frutas, mais vitaminas, minerais e ingredientes funcionais;<br>
- Saúde dos ossos e das articulações, com ingredientes que auxiliam na proteção e no fortalecimento dos sistemas ósseo e articular;<br>
- Proteção para o organismo e longevidade, rico em ingredientes e antioxidantes naturais que proporcionam uma vida mais longa e saudável;<br>
- Condição corporal equilibrada, com elevada quantidade de carnes e proteínas exclusivamente animais que proporcionam os nutrientes essenciais para a adequada condição corporal de cada porte e fase de vida;<br>
- Função intestinal regular, com ingredientes naturais, fibras e pré-bióticos, que favorecem o bom trânsito intestinal e adequada formação das fezes, além de auxiliar no controle de odores. Ideal para cães que vivem em ambientes internos.<br>
- Este produto possui Satisfação Garantida. Saiba mais abaixo na descrição.",Guabi Natural,cachorro/racoes/racao-seca,392.9,333.97,392.9,353.61,4.39,140,True,https://www.petlove.com.br/racao-guabi-natural-frango-e-arroz-integral-para-caes-adultos-racas-media/p?sku=2021066,https://www.petlove.com.br/images/products/399763/hd_large/7896048915221_1.png?1778759947 | https://www.petlove.com.br/images/products/399766/hd_large/2021024_0001_7896048915221_2.png?1778760037 | https://www.petlove.com.br/images/products/399762/hd_large/7896048915221_3.png?1778759947 | https://www.petlove.com.br/images/products/399764/hd_large/2021024_0000_7896048915221_4.png?1778760013 | https://www.petlove.com.br/images/products/399765/hd_large/2021024_0002_7896048915221_5.png?1778760014
2536399,Ração Premier Pet Ambientes Internos Frango e Salmão para Cães Adultos Médio Porte - 12Kg,"- Saúde e vitalidade: ingredientes selecionados, enriquecido com vitaminas e
minerais que favorecem o ótimo funcionamento do organismo;<br>
- Pelagem bonita e pele saudável: rico em proteínas de alta qualidade e
equilíbrio ideal de ácidos graxos essenciais - ômegas 3 e 6;<br>
- Sabor excepcional: utilização de ingredientes de alta qualidade que agradam
aos paladares mais exigentes. <br><br>
- Este produto possui Satisfação Garantida. Saiba mais abaixo na descrição.",Premier,cachorro/racoes/racao-seca,249.9,212.42,249.9,224.91,4.77,30,True,https://www.petlove.com.br/racao-premier-pet-ambientes-internos-frango-e-salmao-para-caes-adultos-medio-porte/p?sku=2536399,https://www.petlove.com.br/images/products/372446/hd_large/7897348207405.png?1771742981 | https://www.petlove.com.br/images/products/372455/hd_large/2536399-deparara.jpg?1771742986 | https://www.petlove.com.br/images/products/372449/hd_large/7897348207405_2.png?1771742983
2459054,Ração Seca Origens Frango e Cereais Integrais para Cão Sênior - 15Kg,"-  Sem corantes e aromatizantes artificiais, cuida do bem-estar do seu pet;<br>
- Com colágeno e condroitina, que fortalece os ossos do cão;<br>
- Ingredientes de alta qualidade e palatabilidade com sabor de frango e cereais; <br>
- Probióticos e fibras oferece equilíbrio da flora intestinal e pelos mais brilhantes; <br>
- Composta por extrato de Yucca, que reduz a quantidade e o cheiro das fezes;<br>
- Grãos com partículas adequadas de acordo com o porte do cão, e auxílio na mastigação;<br>
- Embalagem com sistema de fechamento em velcro para facilitar no manuseio diário.",Origens,cachorro/racoes/racao-seca,182.9,155.47,182.9,164.61,4.43,53,True,https://www.petlove.com.br/racao-seca-origens-premium-especial-frango-e-cereais-integrais-para-cao-senior/p?sku=2459054,https://www.petlove.com.br/images/products/263097/hd_large/Ra%C3%A7%C3%A3o_Seca_Origens_Premium_Especial_Frango_e_Cereais_Integrais_para_C%C3%A3o_S%C3%AAnior_2362100_%281%29.jpg?1770967736 | https://www.petlove.com.br/images/products/263098/hd_large/Ra%C3%A7%C3%A3o_Seca_Origens_Premium_Especial_Frango_e_Cereais_Integrais_para_C%C3%A3o_S%C3%AAnior_2362100_%282%29.jpg?1770967736 | https://www.petlove.com.br/images/products/247199/hd_large/RAB63F_1.JPG?1770881695 | https://www.petlove.com.br/images/products/247200/hd_large/RAOSEC_1.JPG?1770881698 | https://www.petlove.com.br/images/products/247203/hd_large/RA0C63_1.JPG?1770881698 | https://www.petlove.com.br/images/products/247198/hd_large/RAE00B_1.JPG?1770881695 | https://www.petlove.com.br/images/products/247194/hd_large/RAC592_1.JPG?1770881691
31027519416,Ração Seca GoldeN Seleção Natural Frango e Arroz para Cães Sênior - 12Kg,"- Rico em antioxidantes que ajudam no processo do envelhecimento;<br>
- Com níveis adequados de energia para manutenção do peso ideal;<br>
- Livre de corantes, aromatizantes artificiais e ingredientes transgênicos;<br>
- Seleção de ingredientes especiais que auxiliam na redução de odor das fezes;<br>
- Possui condroitina e glicosamina, que contribuem para manutenção da saúde das articulações; <br>
- Indicado para cães saudáveis a partir de 7 anos de idade.
<br><br>
- Este produto possui Satisfação Garantida. Saiba mais abaixo na descrição.",GoldeN,cachorro/racoes/racao-seca,184.99,157.25,184.99,166.49,3.81,16,True,https://www.petlove.com.br/racao-seca-golden-selecao-natural-frango-e-arroz-para-caes-senior/p?sku=31027519416,https://www.petlove.com.br/images/products/265597/hd_large/Ra%C3%A7%C3%A3o_Seca_GoldeN_Sele%C3%A7%C3%A3o_Natural_Frango_e_Arroz_para_C%C3%A3es_S%C3%AAnior_-_12_Kg_31027519416.jpg?1770969814
3104845-4,Ração Pedigree Carne e Vegetais Cães Adultos Raças Pequenas e Minis - 15Kg,"- Ração Premium 100% completa e balanceada para cães adultos;<br>
- Sem corantes ou aromatizantes artificiais;<br>
- Proteção à saúde: ajuda o sistema imunológico;<br>
-Vitamina E e Selênio, nutrientes com ação antioxidante.;<br>
- Com Ômega 6 para saúde da pele e pelo do cão;<br>
- Ração com Vegetais e grãos selecionados;<br>
- Proteína de qualidade para músculos fortes.",Pedigree,cachorro/racoes/racao-seca,199.9,169.92,199.9,179.91,4.69,123,True,https://www.petlove.com.br/racao-pedigree-racas-pequenas-104845/p?sku=3104845-4,https://www.petlove.com.br/images/products/400695/hd_large/3104845-4.png?1779309824 | https://www.petlove.com.br/images/products/259791/hd_large/Ra%C3%A7%C3%A3o_Pedigree_Carne_Frango_e_Cereais_C%C3%A3es_Adultos_Ra%C3%A7as_Pequenas_e_Minis_15_kg_3104845-4_%287%29.png?1770963623 | https://www.petlove.com.br/images/products/272249/hd_large/3104845_Ra%C3%A7%C3%A3o_Pedigree_Carne_e_Vegetais_C%C3%A3es_Adultos_Ra%C3%A7as_Pequenas_e_Minis_%281%29_2.jpg.jpg?1771049647 | https://www.petlove.com.br/images/products/272250/hd_large/3104845_Ra%C3%A7%C3%A3o_Pedigree_Carne_e_Vegetais_C%C3%A3es_Adultos_Ra%C3%A7as_Pequenas_e_Minis_%282%29_2.jpg.jpg?1771049651 | https://www.petlove.com.br/images/products/272245/hd_large/3104845_Ra%C3%A7%C3%A3o_Pedigree_Carne_e_Vegetais_C%C3%A3es_Adultos_Ra%C3%A7as_Pequenas_e_Minis_%286%29.jpg.jpg?1771049639 | https://www.petlove.com.br/images/products/272246/hd_large/3104845_Ra%C3%A7%C3%A3o_Pedigree_Carne_e_Vegetais_C%C3%A3es_Adultos_Ra%C3%A7as_Pequenas_e_Minis_%283%29.jpg.jpg?1771049640 | https://www.petlove.com.br/images/products/286619/hd_large/TRATADAS_0001_7896029082447_4.jpg?1771133862 | https://www.petlove.com.br/images/products/272244/hd_large/3104845_Ra%C3%A7%C3%A3o_Pedigree_Carne_e_Vegetais_C%C3%A3es_Adultos_Ra%C3%A7as_Pequenas_e_Minis_%281%29.jpg.jpg?1771049638 | https://www.petlove.com.br/images/products/272248/hd_large/3104845_Ra%C3%A7%C3%A3o_Pedigree_Carne_e_Vegetais_C%C3%A3es_Adultos_Ra%C3%A7as_Pequenas_e_Minis_%284%29.jpg.jpg?1771049646 | https://www.petlove.com.br/images/products/272243/hd_large/3104845_Ra%C3%A7%C3%A3o_Pedigree_Carne_e_Vegetais_C%C3%A3es_Adultos_Ra%C3%A7as_Pequenas_e_Minis_%282%29.jpg.jpg?1771049634 | https://www.petlove.com.br/images/products/272247/hd_large/3104845_Ra%C3%A7%C3%A3o_Pedigree_Carne_e_Vegetais_C%C3%A3es_Adultos_Ra%C3%A7as_Pequenas_e_Minis_%285%29.jpg.jpg?1771049644 | https://www.petlove.com.br/images/products/286625/hd_large/Ra%C3%A7%C3%A3o-Seca-Pedigree.jpg?1771133866
1746261,Ração GranPlus Menu Carne e Arroz para Cães Adultos Mini - 15Kg,"- Mini partícula adaptada, tamanho ideal da partícula que facilita a correta mastigação e preensão do alimento;<br>
- Ótimo funcionamento do organismo, com fonte rica em ômega 3 (EPA & DHA): nutrientes essenciais;<br>
- Satisfaz paladares exigentes, com ingredientes nobres de alta qualidade que proporcionam uma experiência de sabor para cães mini com paladares exigentes;<br>
- Manutenção da saúde intestinal, com polpa de beterraba, pré-biótico MOS e Extrato de Yucca;<br>
- Excelente ebsorção de proteínas, com ingredientes proteicos selecionados que proporcionam um bom aproveitamento para o organismo.<br><br>

- Este produto possui Satisfação Garantida. Saiba mais abaixo na descrição.",GranPlus,cachorro/racoes/racao-seca,172.9,146.97,172.9,155.61,4.77,108,True,https://www.petlove.com.br/racao-gran-plus-menu-carne-e-arroz-para-caes-adulto-mini-e-pequenas/p?sku=1746261,https://www.petlove.com.br/images/products/270225/hd_large/Ra%C3%A7%C3%A3o_GranPlus_Menu_Carne_e_Arroz_para_C%C3%A3es_Adultos_Mini_1746161_FRENTE.jpg?1771046240 | https://www.petlove.com.br/images/products/270227/hd_large/Ra%C3%A7%C3%A3o_GranPlus_Menu_Carne_e_Arroz_para_C%C3%A3es_Adultos_Mini_1746161_LATERAL.jpg?1771046246 | https://www.petlove.com.br/images/products/208167/hd_large/Ra%C3%A7%C3%A3o_Affinity_PetCare_Gran_Plus_Menu_Carne_e_Arroz_para_C%C3%A3es_Adultos_Mini_1746161.jpg?1770701958 | https://www.petlove.com.br/images/products/397453/hd_large/tratadas_0112_7896048918529_2.png?1775568567 | https://www.petlove.com.br/images/products/397454/hd_large/tratadas_0113_7896048918529_1.png?1775568567 | https://www.petlove.com.br/images/products/223142/hd_large/Ra%C3%A7%C3%A3o_Affinity_PetCare_GranPlus_Menu_Carne_e_Arroz_para_C%C3%A3es_Adultos_Mini_1746161_2.jpg?1770783191 | https://www.petlove.com.br/images/products/223141/hd_large/Ra%C3%A7%C3%A3o_Affinity_PetCare_GranPlus_Menu_Carne_e_Arroz_para_C%C3%A3es_Adultos_Mini_1746161_1.jpg?1770783185 | https://www.petlove.com.br/images/products/274386/hd_large/1746161_Ra%C3%A7%C3%A3o_GranPlus_Menu_Carne_e_Arroz_para_C%C3%A3es_Adultos_Mini_%281%29.jpg?1771052970 | https://www.petlove.com.br/images/products/274384/hd_large/1746161_Ra%C3%A7%C3%A3o_GranPlus_Menu_Carne_e_Arroz_para_C%C3%A3es_Adultos_Mini_%283%29.jpg?1771052969 | https://www.petlove.com.br/images/products/223143/hd_large/Ra%C3%A7%C3%A3o_Affinity_PetCare_GranPlus_Menu_Carne_e_Arroz_para_C%C3%A3es_Adultos_Mini_1746161_3.jpg?1770783192 | https://www.petlove.com.br/images/products/223144/hd_large/Ra%C3%A7%C3%A3o_Affinity_PetCare_GranPlus_Menu_Carne_e_Arroz_para_C%C3%A3es_Adultos_Mini_1746161_4.jpg?1770783197
1717511,"Ração Premier Raças Específicas Spitz Alemão Filhote - 2,5Kg","- Odor e volume das fezes reduzidos;<br>
- Pelagem bonita e pele saudável através de ácidos graxos essenciais ômegas 3 e 6, biotina e zinco;<br>
- Nutrição específica: carboidratos de baixo índice glicêmico que auxiliam na manutenção da glicemia;<br>
- Saúde intestinal: através da combinação de ingredientes de alta digestibilidade, fibras especiais e prebióticos;<br>
- Desenvolvimento excelente: níveis ótimos de proteínas, vitaminas e minerais. Enriquecido com DHA, ômega 3 essencial aos filhotes.
<br><br> - Este produto possui Satisfação Garantida. Saiba mais abaixo na descrição.",Premier,cachorro/racoes/racao-seca,104.9,89.17,104.9,94.41,4.86,110,True,https://www.petlove.com.br/racao-premier-racas-especificas-spitz-alemao-filhote/p?sku=1717511,https://www.petlove.com.br/images/products/372117/hd_large/7897348206132.png?1771742669 | https://www.petlove.com.br/images/products/372120/hd_large/1717511-depara.jpg?1771742673 | https://www.petlove.com.br/images/products/372118/hd_large/7897348206132_2.png?1771742670 | https://www.petlove.com.br/images/products/259497/hd_large/Ra%C3%A7%C3%A3o_Premier_Ra%C3%A7as_Espec%C3%ADficas_Spitz_Alem%C3%A3o_Filhote_-_2_5_Kg_1717511.jpg?1770963372
2623987,Ração Guabi Natural Frango e Arroz Integral Cães Sênior Médio e Grande - 12Kg,"- Condição corporal equilibrada, com elevada quantidade de carnes e proteínas exclusivamente animais que proporcionam os nutrientes essenciais para a adequada condição corporal de cada porte e fase de vida;<br>
- Função intestinal regular, com ingredientes naturais, fibras e pré-bióticos, favorecendo o bom trânsito intestinal, a formação das fezes e auxilia no controle de odores;<br>
- Produto ideal para cães que vivem em ambientes internos;<br>
- Proteção para o organismo e longevidade, rico em ingredientes e antioxidantes naturais que proporcionam uma vida mais longa e saudável;<br>
- Proporciona a saúde dos ossos e das articulações, com ingredientes funcionais que auxiliam na proteção e no fortalecimento dos sistemas ósseo e articular;<br>
- Promove a saúde dental do pet, pois auxilia na redução da formação de tártaro.<br><br>

<strong>Este produto possui Satisfação Garantida. Saiba mais abaixo na descrição.</strong>",Guabi Natural,cachorro/racoes/racao-seca,264.9,225.17,264.9,238.41,4.44,57,True,https://www.petlove.com.br/racao-guabi-natural-super-permium-sabor-frango-e-arroz-integral-para-caes-medios-e-grandes-senior/p?sku=2623987,https://www.petlove.com.br/images/products/399829/hd_large/7896048917966_1.png?1778761991 | https://www.petlove.com.br/images/products/399830/hd_large/2137324.png?1778762026 | https://www.petlove.com.br/images/products/399826/hd_large/7896048917966_3.png?1778761989 | https://www.petlove.com.br/images/products/399827/hd_large/2136808_0001_7896048917980_4.png?1778761990 | https://www.petlove.com.br/images/products/399828/hd_large/2021026_0001_7896048915504_5.png?1778761991
2623935,Ração Guabi Natural Light Peru e Aveia para Cães Adultos Raças Médias e Grandes - 12Kg,"- Livre de transgênicos, sal, corantes e aromas artificiais;<br>
- 60% Origem animal com carnes selecionadas, 35% cereais integrais, 5% vegetais e frutas, mais vtaminas, minerais e ingredientes funcionais;<br>
- Carnes selecionadas com alta palatabilidade, aliadas a fontes ricas de ômegas 6 e 3;<br>
- Saúde dos ossos e das articulações, com ingredientes funcionais que auxiliam na proteção e no fortalecimento dos sistemas ósseo e articular;<br>
- Proteção para o organismo e longevidade, rico em ingredientes e antioxidantes naturais que proporcionam uma vida mais longa e saudável;<br>
- Condição corporal equilibrada, com elevada quantidade de carnes e proteínas exclusivamente animais que proporcionam os nutrientes essenciais para a adequada condição corporal de cada porte e fase de vida;<br>
- Função intestinal regular, com ingredientes naturais, fibras e pré-bióticos, que favorecem o bom trânsito intestinal e adequada formação das fezes, além de auxiliar no controle de odores. Ideal para cães que vivem em ambientes internos.<br>
<strong>Este produto possui Satisfação Garantida. Saiba mais abaixo na descrição.</strong>",Guabi Natural,cachorro/racoes/racao-seca,273.9,232.82,273.9,246.51,4.19,27,True,https://www.petlove.com.br/racao-guabi-natural-super-premium-light-sabor-peru-e-aveia-para-caes-medios-e-grandes/p?sku=2623935,https://www.petlove.com.br/images/products/399839/hd_large/7896048917959_1.png?1778762293 | https://www.petlove.com.br/images/products/399840/hd_large/2137372.png?1778762346 | https://www.petlove.com.br/images/products/399836/hd_large/7896048917959_3.png?1778762291 | https://www.petlove.com.br/images/products/399838/hd_large/2137325_0000_7896048917973_4.png?1778762293 | https://www.petlove.com.br/images/products/399837/hd_large/2021026_0001_7896048915504_5.png?1778762292
31027555531,Ração Seca Premier Pet Golden Especial para Cães Adultos porte Pequeno sabor Frango e Carne - 15Kg,"<p>- 100% de prote&iacute;na de origem animal para mais for&ccedil;a e vitalidade;<br />- Nutri&ccedil;&atilde;o completa e balanceada para todas as ra&ccedil;as adultas;<br />- Sabor irresist&iacute;vel de frango e carne que seu pet vai adorar;<br />- Contribui para uma vida mais longa, saud&aacute;vel e cheia de energia.</p>",Premier,cachorro/racoes/racao-seca,159.9,135.92,159.9,143.91,5.0,5,True,https://www.petlove.com.br/racao-seca-premier-pet-golden-especial-para-caes-adultos-porte-pequeno-sabor-frango-e-carne/p?sku=31027555531,https://www.petlove.com.br/images/products/374483/hd_large/golden-special_0001_7897348209324.png?1771744373 | https://www.petlove.com.br/images/products/374481/hd_large/7897348209324_2.png?1771744373
3108210,Ração Seca PremieR Pet Golden Power Training Cães Filhotes Frango e Arroz - 15Kg,"- Saúde oral: auxilia a redução da formação do tártaro;<br>
- Redução do odor das fezes: seleção de ingredientes especiais que auxiliam na redução do odor das fezes;<br>
- Proteção articular: possui condroitina e glicosamina, que contribuem para manutenção da saúde das articulações;<br>
- Contém BCAA: aminoácidos de cadeia ramificada e L-carnitina  –  Para síntese de proteína muscular e o restabelecimento físico pós-exercício.
<br><br> - Este produto possui Satisfação Garantida. Saiba mais abaixo na descrição.",GoldeN,cachorro/racoes/racao-seca,189.9,161.42,189.9,170.91,4.73,698,True,https://www.petlove.com.br/racao-golden-power-filhotes-15kg-108210/p?sku=3108210,https://www.petlove.com.br/images/products/261625/hd_large/Ra%C3%A7%C3%A3o_Seca_PremieR_Pet_Golden_Power_Training_C%C3%A3es_Filhotes_Frango_e_Arroz_-_15_Kg_3108210.jpg?1770964867 | https://www.petlove.com.br/images/products/261626/hd_large/Ra%C3%A7%C3%A3o_Seca_PremieR_Pet_Golden_Power_Training_C%C3%A3es_Filhotes_Frango_e_Arroz_-_15_Kg_3108210_2.jpg?1770964868 | https://www.petlove.com.br/images/products/170173/hd_large/tamanho_grao_golden_power_training_filhote.jpg?1770445882 | https://www.petlove.com.br/images/products/259548/hd_large/Ra%C3%A7%C3%A3o_Seca_PremieR_Pet_Golden_Power_Training_C%C3%A3es_Filhotes_Frango_e_Arroz_-_15_Kg_3108210_6.jpg?1770963411
3105528-4,"Ração Royal Canin Mini Light Cães Adultos de Raças Pequenas com Tendência a Obesidade - 2,5Kg","-  Ajuda a manter o peso ideal graças a um nível adequado de energia e à L-carnitina, que auxilia o metabolismo de gorduras.<br>
- A forma e a textura do croquete estimulam a mastigação, ajudando a limitar o depósito da placa dentária.<br>
- Favorece a manutenção do peso ideal através da combinação de um nível elevado de proteína com uma baixa ingestão de gorduras. <br><br>

- Este produto possui Satisfação Garantida. Saiba mais abaixo na descrição.",Royal Canin,cachorro/racoes/racao-seca,179.99,135.0,179.99,161.99,4.8,71,True,https://www.petlove.com.br/racao-royal-canin-mini-light-para-caes-adultos-de-racas-pequenas-com-tendencia-a-obesidade/p?sku=3105528-4,https://www.petlove.com.br/images/products/396679/hd_large/Royal_0001_7896181218968_1.jpg?1773925723 | https://www.petlove.com.br/images/products/396680/hd_large/Royal_0000_7896181218968_2.jpg?1773925724 | https://www.petlove.com.br/images/products/396678/hd_large/Royal_0096_7896181218968_3.jpg?1773925723 | https://www.petlove.com.br/images/products/396681/hd_large/Royal_0095_7896181218968_4.jpg?1773925724
